cell	scenario	replicate	seed	target_rho	reference_rho	analysis_samples	reference_samples	blocks	variants_per_block	binary_sha256	realized_causal_pair_ld	factor_nA	factor_nB	factor_cross_set_max_r2	factor_beta1	factor_beta2	factor_conjunction_p	factor_min_log_BF	factor_log_e_mediation	factor_log_BF_heterogeneity_MY	regional_PP_shared	regional_PP_distinct	regional_independent_shared_signals	mediation_identifiability	factor_two_stage_status	factor_mediation_status	factor_frequentist_status	factor_ebh_status
matched_high	distinct_ld	1	21360905	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7148255152663016	6.0	3.0	0.0	0.728673	nan	0.395561	1.057871	-0.528074	-0.30546	0.0	0.999984	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	2	21360906	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7091952166910724	6.0	3.0	0.0	0.777055	0.444428	0.665835	1.467138	-1.361612	-1.313869	0.0	0.999716	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	3	21360907	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7189956692930322	6.0	3.0	0.0	0.802987	nan	0.392399	1.140295	-0.512281	-0.411092	0.0	0.999161	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	4	21360908	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.714262746653378	6.0	3.0	0.0	0.541455	0.315921	0.416929	1.627226	-1.206324	-1.432404	0.0	0.974247	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	5	21360909	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7110186589668878	6.0	3.0	0.0	0.876994	0.721674	0.376564	1.609495	-0.430355	-0.878846	0.0	1.0	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	6	21360910	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.701700473817252	6.0	3.0	0.0	0.65658	0.564024	0.410298	1.033838	-0.599192	-0.365389	0.0	0.999509	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	7	21360911	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7107827519350759	6.0	3.0	0.0	0.853064	nan	0.702408	1.309232	-1.422602	-1.345837	4e-06	0.975415	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	8	21360912	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7071683106860371	6.0	3.0	0.0	0.747907	0.483281	0.65119	1.389582	-1.334675	-1.179695	0.0	0.997713	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	9	21360913	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7176291398288667	6.0	3.0	0.0	0.57782	nan	0.963868	0.986854	-1.71988	-0.457459	0.0	0.999111	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	10	21360914	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7086295758937111	6.0	3.0	0.0	0.7701	0.404159	0.35864	1.430181	-0.332148	-1.422503	0.0	0.997526	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	11	21360915	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7201413389060903	6.0	3.0	0.0	0.716749	nan	0.273788	1.299326	0.154393	-1.145927	0.0	0.999983	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	12	21360916	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7106158640870447	6.0	3.0	0.0	0.698541	0.391125	0.867757	1.377532	-1.600707	-1.124116	0.0	0.999145	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	13	21360917	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7078087539559362	6.0	3.0	0.0	0.727868	0.372593	0.338364	1.647992	-0.215187	-1.389617	3.5e-05	0.994849	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	14	21360918	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.717972292141078	6.0	3.0	0.0	0.58164	0.493102	0.483817	1.596402	-0.897956	-1.405129	0.0	0.998353	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	15	21360919	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7090422005902651	6.0	3.0	0.0	0.611408	0.367252	0.773659	1.530819	-1.51781	-1.407287	0.0	0.999613	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	16	21360920	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.705671892250221	6.0	3.0	0.0	0.480234	0.286648	0.825927	1.155712	-1.569558	-1.533655	0.0	0.984942	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	17	21360921	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7228825366819011	6.0	3.0	0.0	0.68523	0.423917	0.622564	1.378923	-1.277579	-1.054484	1e-06	0.912563	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	18	21360922	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7171942088279891	6.0	3.0	0.0	0.670558	0.362177	0.900167	1.481789	-1.618813	-1.324745	1e-06	0.899868	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	19	21360923	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.708652682823916	6.0	3.0	0.0	0.72097	0.057614	0.896492	0.929867	-1.708407	-0.698875	1e-06	0.894769	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	20	21360924	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7253802897940579	6.0	3.0	0.0	0.81182	0.396766	0.080228	1.711523	0.926118	-1.497446	2e-06	0.889864	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	21	21360925	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7048378909574496	6.0	3.0	0.0	1.16393	0.430921	0.561867	1.016104	-1.134863	-0.715229	2e-06	0.934459	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	22	21360926	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7031143996578165	6.0	3.0	0.0	0.832232	0.318459	0.839658	1.287674	-1.580766	-1.164663	0.0	0.999882	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	23	21360927	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7097753326233448	6.0	3.0	0.0	0.757335	0.231006	0.806491	0.917971	-1.552017	-0.488082	2e-06	0.869351	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	24	21360928	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7185319784975516	6.0	3.0	0.0	0.817163	0.247181	0.987279	1.142607	-1.642222	-0.864459	0.0	0.999327	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	25	21360929	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7091030063328252	6.0	3.0	0.0	0.761853	nan	0.938872	1.373311	-1.633712	-1.279164	1e-06	0.907151	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	26	21360930	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7057958599922273	6.0	3.0	0.0	0.634767	0.435784	0.638066	1.479713	-1.549904	-1.369431	0.0	0.979809	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	27	21360931	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7177833755751349	6.0	3.0	0.0	0.772077	nan	0.111252	1.401756	1.551462	-1.195915	0.0	0.999716	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	28	21360932	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7246201253004131	6.0	3.0	0.0	0.755085	0.455372	0.517004	1.625367	-1.007161	-1.179242	0.0	0.999701	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	29	21360933	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7130163821090422	6.0	3.0	0.0	0.763589	0.514407	0.623205	1.272139	-1.296774	-0.799703	0.0	0.999982	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	30	21360934	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7076689094169036	6.0	3.0	0.0	0.850285	nan	0.974785	1.004232	-1.641095	0.106939	0.0	0.999023	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	31	21360935	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7208002169592899	6.0	3.0	0.0	0.760061	0.365086	0.156947	1.475773	-0.174428	-1.261983	0.0	0.999991	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	32	21360936	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7139394380728308	6.0	3.0	0.0	0.823852	0.343011	0.343938	1.541813	-0.247837	-1.464169	0.0	0.99947	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	33	21360937	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7067348422579957	6.0	3.0	0.0	0.545897	0.354747	0.82127	1.333473	-1.567581	-1.25468	1.5e-05	0.882018	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	34	21360938	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.718191104100096	6.0	3.0	0.0	0.699907	nan	0.059702	0.791362	0.809506	1.322838	0.0	1.0	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	35	21360939	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7147303016101315	6.0	3.0	0.0	0.841793	nan	0.342309	1.092927	-0.238329	-0.751984	0.0	0.996891	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	36	21360940	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7113186718672869	6.0	3.0	0.0	0.828626	0.376787	0.601025	1.572568	-1.230487	-1.407779	0.0	0.999983	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	37	21360941	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7112937614576036	6.0	3.0	0.0	0.820202	0.064497	0.58339	0.896187	-1.189095	-0.486317	2e-06	0.991093	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	38	21360942	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7114006766961607	6.0	3.0	0.0	0.693411	0.451721	0.507629	1.420229	-0.977689	-1.29	0.0	0.999988	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	39	21360943	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.712331030964796	6.0	3.0	0.0	0.70648	0.527315	0.731579	1.035637	-1.630464	-1.388805	0.0	0.996536	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	40	21360944	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7059637639795514	6.0	3.0	0.0	0.627877	nan	0.851514	1.223434	-1.694422	-1.179297	1e-06	0.95867	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	41	21360945	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7123984007329396	6.0	3.0	0.0	0.774462	0.413654	0.126547	1.538606	1.266542	-1.442269	0.0	0.999986	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	42	21360946	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7088443719006156	6.0	3.0	0.0	0.643762	0.191454	0.762486	1.199989	-1.504822	-1.387083	2e-06	0.98666	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	43	21360947	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7065179424015172	6.0	3.0	0.0	0.889301	nan	0.106069	1.141378	1.649278	-0.92941	7e-06	0.623588	0.0	LD_CONFIGURATION_AMBIGUOUS	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	44	21360948	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7098667372582993	6.0	3.0	0.0	0.625546	0.19833	0.912003	1.059432	-1.62414	-1.028722	0.0	0.0	0.0	UNRESOLVED_NO_OUTCOME_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	45	21360949	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7137537898261762	6.0	3.0	0.0	0.858564	0.293663	0.329191	1.513868	-0.16092	-1.485214	0.0	0.999719	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	46	21360950	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7157025308903124	6.0	3.0	0.0	nan	0.241144	0.588207	1.196775	-1.431206	-1.210524	0.0	0.999944	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	47	21360951	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7151754037965817	6.0	3.0	0.0	0.642818	nan	0.165653	1.128846	0.122902	-1.123523	0.0	0.990443	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	48	21360952	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7132898016172907	6.0	3.0	0.0	0.731176	0.31344	0.67999	0.82345	-1.386257	-1.053193	0.0	0.0	0.0	UNRESOLVED_NO_OUTCOME_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	49	21360953	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7253453247334823	6.0	3.0	0.0	0.724784	0.412485	0.436937	1.481376	-1.249415	-1.469406	0.0	0.0	0.0	UNRESOLVED_NO_OUTCOME_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	50	21360954	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7190471197922855	6.0	3.0	0.0	0.501228	0.329917	0.584874	1.042952	-1.489692	-1.485609	2.5e-05	0.910037	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	51	21360955	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7120050993817792	6.0	3.0	0.0	nan	0.588376	0.828279	1.3841	-1.685142	-1.206414	0.0	0.999515	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	52	21360956	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7063132254857803	5.0	3.0	0.0	0.576069	0.843636	0.52204	1.540713	-1.360048	-0.674153	0.0	1.0	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	distinct_ld	53	21360957	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.7073097454255998	6.0	3.0	0.0	0.886768	0.317932	0.788664	1.347134	-1.534167	-1.252596	0.0	0.984664	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
