cell	method	threshold	true_scenario	replicates	total_proteins	selected_proteins	mean_replicate_selection_rate	pooled_selection_rate
directional_pleiotropy	directional_eBH	0.05	M2	200	11968	0	0	0
directional_pleiotropy	directional_eBH	0.05	M3	200	8137	0	0	0
directional_pleiotropy	directional_eBH	0.05	M4	200	10949	0	0	0
directional_pleiotropy	directional_eBH	0.05	M5	200	13916	0	0	0
directional_pleiotropy	directional_eBH	0.1	M0	200	45044	0	0	0
directional_pleiotropy	directional_eBH	0.1	M1	200	9986	0	0	0
directional_pleiotropy	directional_eBH	0.1	M2	200	11968	0	0	0
directional_pleiotropy	directional_eBH	0.1	M3	200	8137	0	0	0
directional_pleiotropy	directional_eBH	0.1	M4	200	10949	0	0	0
directional_pleiotropy	directional_eBH	0.1	M5	200	13916	0	0	0
global_null	adaptive_eBH	0.01	M0	200	100000	0	0	0
global_null	adaptive_eBH	0.01	M1	200	0	0	0	nan
global_null	adaptive_eBH	0.01	M2	200	0	0	0	nan
global_null	adaptive_eBH	0.01	M3	200	0	0	0	nan
global_null	adaptive_eBH	0.01	M4	200	0	0	0	nan
global_null	adaptive_eBH	0.01	M5	200	0	0	0	nan
global_null	adaptive_eBH	0.05	M0	200	100000	0	0	0
global_null	adaptive_eBH	0.05	M1	200	0	0	0	nan
global_null	adaptive_eBH	0.05	M2	200	0	0	0	nan
global_null	adaptive_eBH	0.05	M3	200	0	0	0	nan
global_null	adaptive_eBH	0.05	M4	200	0	0	0	nan
global_null	adaptive_eBH	0.05	M5	200	0	0	0	nan
global_null	adaptive_eBH	0.1	M0	200	100000	0	0	0
global_null	adaptive_eBH	0.1	M1	200	0	0	0	nan
global_null	adaptive_eBH	0.1	M2	200	0	0	0	nan
global_null	adaptive_eBH	0.1	M3	200	0	0	0	nan
global_null	adaptive_eBH	0.1	M4	200	0	0	0	nan
global_null	adaptive_eBH	0.1	M5	200	0	0	0	nan
global_null	balanced_AdaFilter	0.01	M0	200	100000	0	0	0
global_null	balanced_AdaFilter	0.01	M1	200	0	0	0	nan
global_null	balanced_AdaFilter	0.01	M2	200	0	0	0	nan
global_null	balanced_AdaFilter	0.01	M3	200	0	0	0	nan
global_null	balanced_AdaFilter	0.01	M4	200	0	0	0	nan
global_null	balanced_AdaFilter	0.01	M5	200	0	0	0	nan
global_null	balanced_AdaFilter	0.05	M0	200	100000	0	0	0
global_null	balanced_AdaFilter	0.05	M1	200	0	0	0	nan
global_null	balanced_AdaFilter	0.05	M2	200	0	0	0	nan
global_null	balanced_AdaFilter	0.05	M3	200	0	0	0	nan
global_null	balanced_AdaFilter	0.05	M4	200	0	0	0	nan
global_null	balanced_AdaFilter	0.05	M5	200	0	0	0	nan
global_null	balanced_AdaFilter	0.1	M0	200	100000	0	0	0
global_null	balanced_AdaFilter	0.1	M1	200	0	0	0	nan
global_null	balanced_AdaFilter	0.1	M2	200	0	0	0	nan
global_null	balanced_AdaFilter	0.1	M3	200	0	0	0	nan
global_null	balanced_AdaFilter	0.1	M4	200	0	0	0	nan
global_null	balanced_AdaFilter	0.1	M5	200	0	0	0	nan
global_null	balanced_BY	0.01	M0	200	100000	0	0	0
global_null	balanced_BY	0.01	M1	200	0	0	0	nan
global_null	balanced_BY	0.01	M2	200	0	0	0	nan
global_null	balanced_BY	0.01	M3	200	0	0	0	nan
global_null	balanced_BY	0.01	M4	200	0	0	0	nan
global_null	balanced_BY	0.01	M5	200	0	0	0	nan
global_null	balanced_BY	0.05	M0	200	100000	0	0	0
global_null	balanced_BY	0.05	M1	200	0	0	0	nan
global_null	balanced_BY	0.05	M2	200	0	0	0	nan
global_null	balanced_BY	0.05	M3	200	0	0	0	nan
global_null	balanced_BY	0.05	M4	200	0	0	0	nan
global_null	balanced_BY	0.05	M5	200	0	0	0	nan
global_null	balanced_BY	0.1	M0	200	100000	0	0	0
global_null	balanced_BY	0.1	M1	200	0	0	0	nan
global_null	balanced_BY	0.1	M2	200	0	0	0	nan
global_null	balanced_BY	0.1	M3	200	0	0	0	nan
global_null	balanced_BY	0.1	M4	200	0	0	0	nan
global_null	balanced_BY	0.1	M5	200	0	0	0	nan
global_null	balanced_eBH	0.01	M0	200	100000	0	0	0
global_null	balanced_eBH	0.01	M1	200	0	0	0	nan
global_null	balanced_eBH	0.01	M2	200	0	0	0	nan
global_null	balanced_eBH	0.01	M3	200	0	0	0	nan
global_null	balanced_eBH	0.01	M4	200	0	0	0	nan
global_null	balanced_eBH	0.01	M5	200	0	0	0	nan
global_null	balanced_eBH	0.05	M0	200	100000	0	0	0
global_null	balanced_eBH	0.05	M1	200	0	0	0	nan
global_null	balanced_eBH	0.05	M2	200	0	0	0	nan
global_null	balanced_eBH	0.05	M3	200	0	0	0	nan
global_null	balanced_eBH	0.05	M4	200	0	0	0	nan
global_null	balanced_eBH	0.05	M5	200	0	0	0	nan
global_null	balanced_eBH	0.1	M0	200	100000	0	0	0
global_null	balanced_eBH	0.1	M1	200	0	0	0	nan
global_null	balanced_eBH	0.1	M2	200	0	0	0	nan
global_null	balanced_eBH	0.1	M3	200	0	0	0	nan
global_null	balanced_eBH	0.1	M4	200	0	0	0	nan
global_null	balanced_eBH	0.1	M5	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.01	M0	200	100000	0	0	0
global_null	balanced_p2e_eBH	0.01	M1	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.01	M2	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.01	M3	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.01	M4	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.01	M5	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.05	M0	200	100000	0	0	0
global_null	balanced_p2e_eBH	0.05	M1	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.05	M2	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.05	M3	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.05	M4	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.05	M5	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.1	M0	200	100000	0	0	0
global_null	balanced_p2e_eBH	0.1	M1	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.1	M2	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.1	M3	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.1	M4	200	0	0	0	nan
global_null	balanced_p2e_eBH	0.1	M5	200	0	0	0	nan
global_null	bayesian_FDR	0.01	M0	200	100000	0	0	0
global_null	bayesian_FDR	0.01	M1	200	0	0	0	nan
global_null	bayesian_FDR	0.01	M2	200	0	0	0	nan
global_null	bayesian_FDR	0.01	M3	200	0	0	0	nan
global_null	bayesian_FDR	0.01	M4	200	0	0	0	nan
global_null	bayesian_FDR	0.01	M5	200	0	0	0	nan
global_null	bayesian_FDR	0.05	M0	200	100000	0	0	0
global_null	bayesian_FDR	0.05	M1	200	0	0	0	nan
global_null	bayesian_FDR	0.05	M2	200	0	0	0	nan
global_null	bayesian_FDR	0.05	M3	200	0	0	0	nan
global_null	bayesian_FDR	0.05	M4	200	0	0	0	nan
global_null	bayesian_FDR	0.05	M5	200	0	0	0	nan
global_null	bayesian_FDR	0.1	M0	200	100000	0	0	0
global_null	bayesian_FDR	0.1	M1	200	0	0	0	nan
global_null	bayesian_FDR	0.1	M2	200	0	0	0	nan
global_null	bayesian_FDR	0.1	M3	200	0	0	0	nan
global_null	bayesian_FDR	0.1	M4	200	0	0	0	nan
global_null	bayesian_FDR	0.1	M5	200	0	0	0	nan
global_null	directional_BY	0.01	M0	200	100000	0	0	0
global_null	directional_BY	0.01	M1	200	0	0	0	nan
global_null	directional_BY	0.01	M2	200	0	0	0	nan
global_null	directional_BY	0.01	M3	200	0	0	0	nan
global_null	directional_BY	0.01	M4	200	0	0	0	nan
global_null	directional_BY	0.01	M5	200	0	0	0	nan
global_null	directional_BY	0.05	M0	200	100000	0	0	0
global_null	directional_BY	0.05	M1	200	0	0	0	nan
global_null	directional_BY	0.05	M2	200	0	0	0	nan
global_null	directional_BY	0.05	M3	200	0	0	0	nan
global_null	directional_BY	0.05	M4	200	0	0	0	nan
global_null	directional_BY	0.05	M5	200	0	0	0	nan
global_null	directional_BY	0.1	M0	200	100000	0	0	0
global_null	directional_BY	0.1	M1	200	0	0	0	nan
global_null	directional_BY	0.1	M2	200	0	0	0	nan
global_null	directional_BY	0.1	M3	200	0	0	0	nan
global_null	directional_BY	0.1	M4	200	0	0	0	nan
global_null	directional_BY	0.1	M5	200	0	0	0	nan
global_null	directional_eBH	0.01	M0	200	100000	0	0	0
global_null	directional_eBH	0.01	M1	200	0	0	0	nan
global_null	directional_eBH	0.01	M2	200	0	0	0	nan
global_null	directional_eBH	0.01	M3	200	0	0	0	nan
global_null	directional_eBH	0.01	M4	200	0	0	0	nan
global_null	directional_eBH	0.01	M5	200	0	0	0	nan
global_null	directional_eBH	0.05	M0	200	100000	0	0	0
global_null	directional_eBH	0.05	M1	200	0	0	0	nan
global_null	directional_eBH	0.05	M2	200	0	0	0	nan
global_null	directional_eBH	0.05	M3	200	0	0	0	nan
global_null	directional_eBH	0.05	M4	200	0	0	0	nan
global_null	directional_eBH	0.05	M5	200	0	0	0	nan
global_null	directional_eBH	0.1	M0	200	100000	0	0	0
global_null	directional_eBH	0.1	M1	200	0	0	0	nan
global_null	directional_eBH	0.1	M2	200	0	0	0	nan
global_null	directional_eBH	0.1	M3	200	0	0	0	nan
global_null	directional_eBH	0.1	M4	200	0	0	0	nan
global_null	directional_eBH	0.1	M5	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.01	M0	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.01	M1	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.01	M2	200	50064	0	0	0
least_favorable_null	adaptive_eBH	0.01	M3	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.01	M4	200	49936	0	0	0
least_favorable_null	adaptive_eBH	0.01	M5	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.05	M0	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.05	M1	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.05	M2	200	50064	0	0	0
least_favorable_null	adaptive_eBH	0.05	M3	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.05	M4	200	49936	0	0	0
least_favorable_null	adaptive_eBH	0.05	M5	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.1	M0	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.1	M1	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.1	M2	200	50064	0	0	0
least_favorable_null	adaptive_eBH	0.1	M3	200	0	0	0	nan
least_favorable_null	adaptive_eBH	0.1	M4	200	49936	0	0	0
least_favorable_null	adaptive_eBH	0.1	M5	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.01	M0	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.01	M1	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.01	M2	200	50064	0	0	0
least_favorable_null	balanced_AdaFilter	0.01	M3	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.01	M4	200	49936	3	6.01815e-05	6.00769e-05
least_favorable_null	balanced_AdaFilter	0.01	M5	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.05	M0	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.05	M1	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.05	M2	200	50064	4	8.16154e-05	7.98977e-05
least_favorable_null	balanced_AdaFilter	0.05	M3	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.05	M4	200	49936	11	0.000221185	0.000220282
least_favorable_null	balanced_AdaFilter	0.05	M5	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.1	M0	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.1	M1	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.1	M2	200	50064	10	0.000204357	0.000199744
least_favorable_null	balanced_AdaFilter	0.1	M3	200	0	0	0	nan
least_favorable_null	balanced_AdaFilter	0.1	M4	200	49936	18	0.000359303	0.000360461
least_favorable_null	balanced_AdaFilter	0.1	M5	200	0	0	0	nan
least_favorable_null	balanced_BY	0.01	M0	200	0	0	0	nan
least_favorable_null	balanced_BY	0.01	M1	200	0	0	0	nan
least_favorable_null	balanced_BY	0.01	M2	200	50064	0	0	0
least_favorable_null	balanced_BY	0.01	M3	200	0	0	0	nan
least_favorable_null	balanced_BY	0.01	M4	200	49936	0	0	0
least_favorable_null	balanced_BY	0.01	M5	200	0	0	0	nan
least_favorable_null	balanced_BY	0.05	M0	200	0	0	0	nan
least_favorable_null	balanced_BY	0.05	M1	200	0	0	0	nan
least_favorable_null	balanced_BY	0.05	M2	200	50064	0	0	0
least_favorable_null	balanced_BY	0.05	M3	200	0	0	0	nan
least_favorable_null	balanced_BY	0.05	M4	200	49936	0	0	0
least_favorable_null	balanced_BY	0.05	M5	200	0	0	0	nan
least_favorable_null	balanced_BY	0.1	M0	200	0	0	0	nan
least_favorable_null	balanced_BY	0.1	M1	200	0	0	0	nan
least_favorable_null	balanced_BY	0.1	M2	200	50064	0	0	0
least_favorable_null	balanced_BY	0.1	M3	200	0	0	0	nan
least_favorable_null	balanced_BY	0.1	M4	200	49936	0	0	0
least_favorable_null	balanced_BY	0.1	M5	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.01	M0	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.01	M1	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.01	M2	200	50064	0	0	0
least_favorable_null	balanced_eBH	0.01	M3	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.01	M4	200	49936	0	0	0
least_favorable_null	balanced_eBH	0.01	M5	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.05	M0	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.05	M1	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.05	M2	200	50064	0	0	0
least_favorable_null	balanced_eBH	0.05	M3	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.05	M4	200	49936	0	0	0
least_favorable_null	balanced_eBH	0.05	M5	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.1	M0	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.1	M1	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.1	M2	200	50064	0	0	0
least_favorable_null	balanced_eBH	0.1	M3	200	0	0	0	nan
least_favorable_null	balanced_eBH	0.1	M4	200	49936	0	0	0
least_favorable_null	balanced_eBH	0.1	M5	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.01	M0	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.01	M1	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.01	M2	200	50064	0	0	0
least_favorable_null	balanced_p2e_eBH	0.01	M3	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.01	M4	200	49936	0	0	0
least_favorable_null	balanced_p2e_eBH	0.01	M5	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.05	M0	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.05	M1	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.05	M2	200	50064	0	0	0
least_favorable_null	balanced_p2e_eBH	0.05	M3	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.05	M4	200	49936	0	0	0
least_favorable_null	balanced_p2e_eBH	0.05	M5	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.1	M0	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.1	M1	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.1	M2	200	50064	0	0	0
least_favorable_null	balanced_p2e_eBH	0.1	M3	200	0	0	0	nan
least_favorable_null	balanced_p2e_eBH	0.1	M4	200	49936	0	0	0
least_favorable_null	balanced_p2e_eBH	0.1	M5	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.01	M0	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.01	M1	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.01	M2	200	50064	0	0	0
least_favorable_null	bayesian_FDR	0.01	M3	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.01	M4	200	49936	0	0	0
least_favorable_null	bayesian_FDR	0.01	M5	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.05	M0	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.05	M1	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.05	M2	200	50064	0	0	0
least_favorable_null	bayesian_FDR	0.05	M3	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.05	M4	200	49936	0	0	0
least_favorable_null	bayesian_FDR	0.05	M5	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.1	M0	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.1	M1	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.1	M2	200	50064	0	0	0
least_favorable_null	bayesian_FDR	0.1	M3	200	0	0	0	nan
least_favorable_null	bayesian_FDR	0.1	M4	200	49936	0	0	0
least_favorable_null	bayesian_FDR	0.1	M5	200	0	0	0	nan
least_favorable_null	directional_BY	0.01	M0	200	0	0	0	nan
least_favorable_null	directional_BY	0.01	M1	200	0	0	0	nan
least_favorable_null	directional_BY	0.01	M2	200	50064	0	0	0
least_favorable_null	directional_BY	0.01	M3	200	0	0	0	nan
least_favorable_null	directional_BY	0.01	M4	200	49936	0	0	0
least_favorable_null	directional_BY	0.01	M5	200	0	0	0	nan
least_favorable_null	directional_BY	0.05	M0	200	0	0	0	nan
least_favorable_null	directional_BY	0.05	M1	200	0	0	0	nan
least_favorable_null	directional_BY	0.05	M2	200	50064	0	0	0
least_favorable_null	directional_BY	0.05	M3	200	0	0	0	nan
least_favorable_null	directional_BY	0.05	M4	200	49936	0	0	0
least_favorable_null	directional_BY	0.05	M5	200	0	0	0	nan
least_favorable_null	directional_BY	0.1	M0	200	0	0	0	nan
least_favorable_null	directional_BY	0.1	M1	200	0	0	0	nan
least_favorable_null	directional_BY	0.1	M2	200	50064	0	0	0
least_favorable_null	directional_BY	0.1	M3	200	0	0	0	nan
least_favorable_null	directional_BY	0.1	M4	200	49936	0	0	0
least_favorable_null	directional_BY	0.1	M5	200	0	0	0	nan
least_favorable_null	directional_eBH	0.01	M0	200	0	0	0	nan
least_favorable_null	directional_eBH	0.01	M1	200	0	0	0	nan
least_favorable_null	directional_eBH	0.01	M2	200	50064	0	0	0
least_favorable_null	directional_eBH	0.01	M3	200	0	0	0	nan
least_favorable_null	directional_eBH	0.01	M4	200	49936	0	0	0
least_favorable_null	directional_eBH	0.01	M5	200	0	0	0	nan
least_favorable_null	directional_eBH	0.05	M0	200	0	0	0	nan
least_favorable_null	directional_eBH	0.05	M1	200	0	0	0	nan
least_favorable_null	directional_eBH	0.05	M2	200	50064	0	0	0
least_favorable_null	directional_eBH	0.05	M3	200	0	0	0	nan
least_favorable_null	directional_eBH	0.05	M4	200	49936	0	0	0
least_favorable_null	directional_eBH	0.05	M5	200	0	0	0	nan
least_favorable_null	directional_eBH	0.1	M0	200	0	0	0	nan
least_favorable_null	directional_eBH	0.1	M1	200	0	0	0	nan
least_favorable_null	directional_eBH	0.1	M2	200	50064	0	0	0
least_favorable_null	directional_eBH	0.1	M3	200	0	0	0	nan
least_favorable_null	directional_eBH	0.1	M4	200	49936	0	0	0
least_favorable_null	directional_eBH	0.1	M5	200	0	0	0	nan
narrow_balanced	adaptive_eBH	0.01	M0	200	45017	0	0	0
narrow_balanced	adaptive_eBH	0.01	M1	200	10046	0	0	0
narrow_balanced	adaptive_eBH	0.01	M2	200	11821	0	0	0
narrow_balanced	adaptive_eBH	0.01	M3	200	8023	0	0	0
narrow_balanced	adaptive_eBH	0.01	M4	200	11067	0	0	0
narrow_balanced	adaptive_eBH	0.01	M5	200	14026	0	0	0
narrow_balanced	adaptive_eBH	0.05	M0	200	45017	0	0	0
narrow_balanced	adaptive_eBH	0.05	M1	200	10046	0	0	0
narrow_balanced	adaptive_eBH	0.05	M2	200	11821	0	0	0
narrow_balanced	adaptive_eBH	0.05	M3	200	8023	0	0	0
narrow_balanced	adaptive_eBH	0.05	M4	200	11067	0	0	0
narrow_balanced	adaptive_eBH	0.05	M5	200	14026	0	0	0
narrow_balanced	adaptive_eBH	0.1	M0	200	45017	0	0	0
narrow_balanced	adaptive_eBH	0.1	M1	200	10046	0	0	0
narrow_balanced	adaptive_eBH	0.1	M2	200	11821	0	0	0
narrow_balanced	adaptive_eBH	0.1	M3	200	8023	0	0	0
narrow_balanced	adaptive_eBH	0.1	M4	200	11067	0	0	0
narrow_balanced	adaptive_eBH	0.1	M5	200	14026	0	0	0
narrow_balanced	balanced_AdaFilter	0.01	M0	200	45017	0	0	0
narrow_balanced	balanced_AdaFilter	0.01	M1	200	10046	1348	0.131951	0.134183
narrow_balanced	balanced_AdaFilter	0.01	M2	200	11821	1	8.19672e-05	8.45952e-05
narrow_balanced	balanced_AdaFilter	0.01	M3	200	8023	0	0	0
narrow_balanced	balanced_AdaFilter	0.01	M4	200	11067	3	0.000262867	0.000271076
narrow_balanced	balanced_AdaFilter	0.01	M5	200	14026	2	0.000145155	0.000142592
narrow_balanced	balanced_AdaFilter	0.05	M0	200	45017	0	0	0
narrow_balanced	balanced_AdaFilter	0.05	M1	200	10046	6839	0.675461	0.680768
narrow_balanced	balanced_AdaFilter	0.05	M2	200	11821	100	0.00850273	0.00845952
narrow_balanced	balanced_AdaFilter	0.05	M3	200	8023	0	0	0
narrow_balanced	balanced_AdaFilter	0.05	M4	200	11067	90	0.0082088	0.00813229
narrow_balanced	balanced_AdaFilter	0.05	M5	200	14026	100	0.0071814	0.00712962
narrow_balanced	balanced_AdaFilter	0.1	M0	200	45017	0	0	0
narrow_balanced	balanced_AdaFilter	0.1	M1	200	10046	8769	0.870073	0.872885
narrow_balanced	balanced_AdaFilter	0.1	M2	200	11821	245	0.02092	0.0207258
narrow_balanced	balanced_AdaFilter	0.1	M3	200	8023	0	0	0
narrow_balanced	balanced_AdaFilter	0.1	M4	200	11067	236	0.0215209	0.0213247
narrow_balanced	balanced_AdaFilter	0.1	M5	200	14026	277	0.0198325	0.019749
narrow_balanced	balanced_BY	0.01	M0	200	45017	0	0	0
narrow_balanced	balanced_BY	0.01	M1	200	10046	0	0	0
narrow_balanced	balanced_BY	0.01	M2	200	11821	0	0	0
narrow_balanced	balanced_BY	0.01	M3	200	8023	0	0	0
narrow_balanced	balanced_BY	0.01	M4	200	11067	0	0	0
narrow_balanced	balanced_BY	0.01	M5	200	14026	0	0	0
narrow_balanced	balanced_BY	0.05	M0	200	45017	0	0	0
narrow_balanced	balanced_BY	0.05	M1	200	10046	36	0.00375786	0.00358352
narrow_balanced	balanced_BY	0.05	M2	200	11821	0	0	0
narrow_balanced	balanced_BY	0.05	M3	200	8023	0	0	0
narrow_balanced	balanced_BY	0.05	M4	200	11067	0	0	0
narrow_balanced	balanced_BY	0.05	M5	200	14026	0	0	0
narrow_balanced	balanced_BY	0.1	M0	200	45017	0	0	0
narrow_balanced	balanced_BY	0.1	M1	200	10046	499	0.0485922	0.0496715
narrow_balanced	balanced_BY	0.1	M2	200	11821	0	0	0
narrow_balanced	balanced_BY	0.1	M3	200	8023	0	0	0
narrow_balanced	balanced_BY	0.1	M4	200	11067	0	0	0
narrow_balanced	balanced_BY	0.1	M5	200	14026	0	0	0
narrow_balanced	balanced_eBH	0.01	M0	200	45017	0	0	0
narrow_balanced	balanced_eBH	0.01	M1	200	10046	0	0	0
narrow_balanced	balanced_eBH	0.01	M2	200	11821	0	0	0
narrow_balanced	balanced_eBH	0.01	M3	200	8023	0	0	0
narrow_balanced	balanced_eBH	0.01	M4	200	11067	0	0	0
narrow_balanced	balanced_eBH	0.01	M5	200	14026	0	0	0
narrow_balanced	balanced_eBH	0.05	M0	200	45017	0	0	0
narrow_balanced	balanced_eBH	0.05	M1	200	10046	0	0	0
narrow_balanced	balanced_eBH	0.05	M2	200	11821	0	0	0
narrow_balanced	balanced_eBH	0.05	M3	200	8023	0	0	0
narrow_balanced	balanced_eBH	0.05	M4	200	11067	0	0	0
narrow_balanced	balanced_eBH	0.05	M5	200	14026	0	0	0
narrow_balanced	balanced_eBH	0.1	M0	200	45017	0	0	0
narrow_balanced	balanced_eBH	0.1	M1	200	10046	0	0	0
narrow_balanced	balanced_eBH	0.1	M2	200	11821	0	0	0
narrow_balanced	balanced_eBH	0.1	M3	200	8023	0	0	0
narrow_balanced	balanced_eBH	0.1	M4	200	11067	0	0	0
narrow_balanced	balanced_eBH	0.1	M5	200	14026	0	0	0
narrow_balanced	balanced_p2e_eBH	0.01	M0	200	45017	0	0	0
narrow_balanced	balanced_p2e_eBH	0.01	M1	200	10046	0	0	0
narrow_balanced	balanced_p2e_eBH	0.01	M2	200	11821	0	0	0
narrow_balanced	balanced_p2e_eBH	0.01	M3	200	8023	0	0	0
narrow_balanced	balanced_p2e_eBH	0.01	M4	200	11067	0	0	0
narrow_balanced	balanced_p2e_eBH	0.01	M5	200	14026	0	0	0
narrow_balanced	balanced_p2e_eBH	0.05	M0	200	45017	0	0	0
narrow_balanced	balanced_p2e_eBH	0.05	M1	200	10046	0	0	0
narrow_balanced	balanced_p2e_eBH	0.05	M2	200	11821	0	0	0
narrow_balanced	balanced_p2e_eBH	0.05	M3	200	8023	0	0	0
narrow_balanced	balanced_p2e_eBH	0.05	M4	200	11067	0	0	0
narrow_balanced	balanced_p2e_eBH	0.05	M5	200	14026	0	0	0
narrow_balanced	balanced_p2e_eBH	0.1	M0	200	45017	0	0	0
narrow_balanced	balanced_p2e_eBH	0.1	M1	200	10046	0	0	0
narrow_balanced	balanced_p2e_eBH	0.1	M2	200	11821	0	0	0
narrow_balanced	balanced_p2e_eBH	0.1	M3	200	8023	0	0	0
narrow_balanced	balanced_p2e_eBH	0.1	M4	200	11067	0	0	0
narrow_balanced	balanced_p2e_eBH	0.1	M5	200	14026	0	0	0
narrow_balanced	bayesian_FDR	0.01	M0	200	45017	0	0	0
narrow_balanced	bayesian_FDR	0.01	M1	200	10046	0	0	0
narrow_balanced	bayesian_FDR	0.01	M2	200	11821	0	0	0
narrow_balanced	bayesian_FDR	0.01	M3	200	8023	0	0	0
narrow_balanced	bayesian_FDR	0.01	M4	200	11067	0	0	0
narrow_balanced	bayesian_FDR	0.01	M5	200	14026	0	0	0
narrow_balanced	bayesian_FDR	0.05	M0	200	45017	0	0	0
narrow_balanced	bayesian_FDR	0.05	M1	200	10046	0	0	0
narrow_balanced	bayesian_FDR	0.05	M2	200	11821	0	0	0
narrow_balanced	bayesian_FDR	0.05	M3	200	8023	0	0	0
narrow_balanced	bayesian_FDR	0.05	M4	200	11067	0	0	0
narrow_balanced	bayesian_FDR	0.05	M5	200	14026	0	0	0
narrow_balanced	bayesian_FDR	0.1	M0	200	45017	0	0	0
narrow_balanced	bayesian_FDR	0.1	M1	200	10046	2	0.000172666	0.000199084
narrow_balanced	bayesian_FDR	0.1	M2	200	11821	0	0	0
narrow_balanced	bayesian_FDR	0.1	M3	200	8023	0	0	0
narrow_balanced	bayesian_FDR	0.1	M4	200	11067	0	0	0
narrow_balanced	bayesian_FDR	0.1	M5	200	14026	0	0	0
narrow_balanced	directional_BY	0.01	M0	200	45017	0	0	0
narrow_balanced	directional_BY	0.01	M1	200	10046	0	0	0
narrow_balanced	directional_BY	0.01	M2	200	11821	0	0	0
narrow_balanced	directional_BY	0.01	M3	200	8023	0	0	0
narrow_balanced	directional_BY	0.01	M4	200	11067	0	0	0
narrow_balanced	directional_BY	0.01	M5	200	14026	0	0	0
