cell	method	threshold	true_scenario	replicates	total_proteins	selected_proteins	mean_replicate_selection_rate	pooled_selection_rate
broad_balanced	balanced_eBH	0.05	M1	200	10005	6464	0.638187	0.646077
broad_balanced	balanced_eBH	0.05	M2	200	11887	7	0.000644575	0.000588879
broad_balanced	balanced_eBH	0.05	M3	200	8012	0	0	0
broad_balanced	balanced_eBH	0.05	M4	200	11044	5	0.00044693	0.000452735
broad_balanced	balanced_eBH	0.05	M5	200	13957	3	0.000209419	0.000214946
broad_balanced	balanced_eBH	0.1	M0	200	45095	0	0	0
broad_balanced	balanced_eBH	0.1	M1	200	10005	8194	0.815672	0.818991
broad_balanced	balanced_eBH	0.1	M2	200	11887	17	0.0014926	0.00143013
broad_balanced	balanced_eBH	0.1	M3	200	8012	0	0	0
broad_balanced	balanced_eBH	0.1	M4	200	11044	21	0.00192377	0.00190148
broad_balanced	balanced_eBH	0.1	M5	200	13957	13	0.00090915	0.000931432
broad_balanced	balanced_p2e_eBH	0.01	M0	200	45095	0	0	0
broad_balanced	balanced_p2e_eBH	0.01	M1	200	10005	17	0.00178686	0.00169915
broad_balanced	balanced_p2e_eBH	0.01	M2	200	11887	0	0	0
broad_balanced	balanced_p2e_eBH	0.01	M3	200	8012	0	0	0
broad_balanced	balanced_p2e_eBH	0.01	M4	200	11044	0	0	0
broad_balanced	balanced_p2e_eBH	0.01	M5	200	13957	0	0	0
broad_balanced	balanced_p2e_eBH	0.05	M0	200	45095	0	0	0
broad_balanced	balanced_p2e_eBH	0.05	M1	200	10005	997	0.0969391	0.0996502
broad_balanced	balanced_p2e_eBH	0.05	M2	200	11887	0	0	0
broad_balanced	balanced_p2e_eBH	0.05	M3	200	8012	0	0	0
broad_balanced	balanced_p2e_eBH	0.05	M4	200	11044	0	0	0
broad_balanced	balanced_p2e_eBH	0.05	M5	200	13957	0	0	0
broad_balanced	balanced_p2e_eBH	0.1	M0	200	45095	0	0	0
broad_balanced	balanced_p2e_eBH	0.1	M1	200	10005	4125	0.403426	0.412294
broad_balanced	balanced_p2e_eBH	0.1	M2	200	11887	2	0.000177798	0.000168251
broad_balanced	balanced_p2e_eBH	0.1	M3	200	8012	0	0	0
broad_balanced	balanced_p2e_eBH	0.1	M4	200	11044	1	9.43396e-05	9.05469e-05
broad_balanced	balanced_p2e_eBH	0.1	M5	200	13957	2	0.000141851	0.000143297
broad_balanced	bayesian_FDR	0.01	M0	200	45095	0	0	0
broad_balanced	bayesian_FDR	0.01	M1	200	10005	57	0.00562003	0.00569715
broad_balanced	bayesian_FDR	0.01	M2	200	11887	0	0	0
broad_balanced	bayesian_FDR	0.01	M3	200	8012	0	0	0
broad_balanced	bayesian_FDR	0.01	M4	200	11044	0	0	0
broad_balanced	bayesian_FDR	0.01	M5	200	13957	0	0	0
broad_balanced	bayesian_FDR	0.05	M0	200	45095	0	0	0
broad_balanced	bayesian_FDR	0.05	M1	200	10005	2314	0.230165	0.231284
broad_balanced	bayesian_FDR	0.05	M2	200	11887	0	0	0
broad_balanced	bayesian_FDR	0.05	M3	200	8012	0	0	0
broad_balanced	bayesian_FDR	0.05	M4	200	11044	0	0	0
broad_balanced	bayesian_FDR	0.05	M5	200	13957	0	0	0
broad_balanced	bayesian_FDR	0.1	M0	200	45095	0	0	0
broad_balanced	bayesian_FDR	0.1	M1	200	10005	5564	0.554543	0.556122
broad_balanced	bayesian_FDR	0.1	M2	200	11887	1	8.92857e-05	8.41255e-05
broad_balanced	bayesian_FDR	0.1	M3	200	8012	0	0	0
broad_balanced	bayesian_FDR	0.1	M4	200	11044	2	0.00015749	0.000181094
broad_balanced	bayesian_FDR	0.1	M5	200	13957	0	0	0
broad_balanced	directional_BY	0.01	M0	200	45095	0	0	0
broad_balanced	directional_BY	0.01	M1	200	10005	0	0	0
broad_balanced	directional_BY	0.01	M2	200	11887	0	0	0
broad_balanced	directional_BY	0.01	M3	200	8012	0	0	0
broad_balanced	directional_BY	0.01	M4	200	11044	0	0	0
broad_balanced	directional_BY	0.01	M5	200	13957	0	0	0
broad_balanced	directional_BY	0.05	M0	200	45095	0	0	0
broad_balanced	directional_BY	0.05	M1	200	10005	0	0	0
broad_balanced	directional_BY	0.05	M2	200	11887	0	0	0
broad_balanced	directional_BY	0.05	M3	200	8012	0	0	0
broad_balanced	directional_BY	0.05	M4	200	11044	0	0	0
broad_balanced	directional_BY	0.05	M5	200	13957	0	0	0
broad_balanced	directional_BY	0.1	M0	200	45095	0	0	0
broad_balanced	directional_BY	0.1	M1	200	10005	0	0	0
broad_balanced	directional_BY	0.1	M2	200	11887	0	0	0
broad_balanced	directional_BY	0.1	M3	200	8012	0	0	0
broad_balanced	directional_BY	0.1	M4	200	11044	0	0	0
broad_balanced	directional_BY	0.1	M5	200	13957	0	0	0
broad_balanced	directional_eBH	0.01	M0	200	45095	0	0	0
broad_balanced	directional_eBH	0.01	M1	200	10005	0	0	0
broad_balanced	directional_eBH	0.01	M2	200	11887	0	0	0
broad_balanced	directional_eBH	0.01	M3	200	8012	0	0	0
broad_balanced	directional_eBH	0.01	M4	200	11044	0	0	0
broad_balanced	directional_eBH	0.01	M5	200	13957	0	0	0
broad_balanced	directional_eBH	0.05	M0	200	45095	0	0	0
broad_balanced	directional_eBH	0.05	M1	200	10005	0	0	0
broad_balanced	directional_eBH	0.05	M2	200	11887	0	0	0
broad_balanced	directional_eBH	0.05	M3	200	8012	0	0	0
broad_balanced	directional_eBH	0.05	M4	200	11044	0	0	0
broad_balanced	directional_eBH	0.05	M5	200	13957	0	0	0
broad_balanced	directional_eBH	0.1	M0	200	45095	0	0	0
broad_balanced	directional_eBH	0.1	M1	200	10005	0	0	0
broad_balanced	directional_eBH	0.1	M2	200	11887	0	0	0
broad_balanced	directional_eBH	0.1	M3	200	8012	0	0	0
broad_balanced	directional_eBH	0.1	M4	200	11044	0	0	0
broad_balanced	directional_eBH	0.1	M5	200	13957	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.01	M1	200	9999	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.01	M2	200	11861	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.01	M4	200	11119	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.01	M5	200	14137	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.05	M1	200	9999	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.05	M2	200	11861	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.05	M4	200	11119	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.05	M5	200	14137	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.1	M1	200	9999	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.1	M2	200	11861	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.1	M4	200	11119	0	0	0
dense_cross_protein_dependence	adaptive_eBH	0.1	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_AdaFilter	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_AdaFilter	0.01	M1	200	9999	1538	0.149929	0.153815
dense_cross_protein_dependence	balanced_AdaFilter	0.01	M2	200	11861	2	0.000161249	0.00016862
dense_cross_protein_dependence	balanced_AdaFilter	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_AdaFilter	0.01	M4	200	11119	3	0.000287719	0.000269808
dense_cross_protein_dependence	balanced_AdaFilter	0.01	M5	200	14137	2	0.000153774	0.000141473
dense_cross_protein_dependence	balanced_AdaFilter	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_AdaFilter	0.05	M1	200	9999	6662	0.659411	0.666267
dense_cross_protein_dependence	balanced_AdaFilter	0.05	M2	200	11861	59	0.00513161	0.00497429
dense_cross_protein_dependence	balanced_AdaFilter	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_AdaFilter	0.05	M4	200	11119	85	0.00770678	0.00764457
dense_cross_protein_dependence	balanced_AdaFilter	0.05	M5	200	14137	99	0.00701691	0.0070029
dense_cross_protein_dependence	balanced_AdaFilter	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_AdaFilter	0.1	M1	200	9999	8514	0.847093	0.851485
dense_cross_protein_dependence	balanced_AdaFilter	0.1	M2	200	11861	216	0.0184681	0.0182109
dense_cross_protein_dependence	balanced_AdaFilter	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_AdaFilter	0.1	M4	200	11119	215	0.0194536	0.0193363
dense_cross_protein_dependence	balanced_AdaFilter	0.1	M5	200	14137	273	0.0194908	0.019311
dense_cross_protein_dependence	balanced_BY	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_BY	0.01	M1	200	9999	2	0.000178628	0.00020002
dense_cross_protein_dependence	balanced_BY	0.01	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_BY	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_BY	0.01	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_BY	0.01	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_BY	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_BY	0.05	M1	200	9999	85	0.00835419	0.00850085
dense_cross_protein_dependence	balanced_BY	0.05	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_BY	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_BY	0.05	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_BY	0.05	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_BY	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_BY	0.1	M1	200	9999	877	0.084339	0.0877088
dense_cross_protein_dependence	balanced_BY	0.1	M2	200	11861	1	8.77193e-05	8.43099e-05
dense_cross_protein_dependence	balanced_BY	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_BY	0.1	M4	200	11119	1	8.77193e-05	8.99361e-05
dense_cross_protein_dependence	balanced_BY	0.1	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.01	M1	200	9999	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.01	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.01	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.01	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.05	M1	200	9999	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.05	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.05	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.05	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.1	M1	200	9999	67	0.00622377	0.00670067
dense_cross_protein_dependence	balanced_eBH	0.1	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.1	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_eBH	0.1	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.01	M1	200	9999	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.01	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.01	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.01	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.05	M1	200	9999	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.05	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.05	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.05	M5	200	14137	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.1	M1	200	9999	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.1	M2	200	11861	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.1	M4	200	11119	0	0	0
dense_cross_protein_dependence	balanced_p2e_eBH	0.1	M5	200	14137	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.01	M1	200	9999	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.01	M2	200	11861	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.01	M4	200	11119	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.01	M5	200	14137	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.05	M1	200	9999	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.05	M2	200	11861	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.05	M4	200	11119	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.05	M5	200	14137	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.1	M1	200	9999	3	0.000333333	0.00030003
dense_cross_protein_dependence	bayesian_FDR	0.1	M2	200	11861	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.1	M4	200	11119	0	0	0
dense_cross_protein_dependence	bayesian_FDR	0.1	M5	200	14137	0	0	0
dense_cross_protein_dependence	directional_BY	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	directional_BY	0.01	M1	200	9999	0	0	0
dense_cross_protein_dependence	directional_BY	0.01	M2	200	11861	0	0	0
dense_cross_protein_dependence	directional_BY	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	directional_BY	0.01	M4	200	11119	0	0	0
dense_cross_protein_dependence	directional_BY	0.01	M5	200	14137	0	0	0
dense_cross_protein_dependence	directional_BY	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	directional_BY	0.05	M1	200	9999	0	0	0
dense_cross_protein_dependence	directional_BY	0.05	M2	200	11861	0	0	0
dense_cross_protein_dependence	directional_BY	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	directional_BY	0.05	M4	200	11119	0	0	0
dense_cross_protein_dependence	directional_BY	0.05	M5	200	14137	0	0	0
dense_cross_protein_dependence	directional_BY	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	directional_BY	0.1	M1	200	9999	0	0	0
dense_cross_protein_dependence	directional_BY	0.1	M2	200	11861	0	0	0
dense_cross_protein_dependence	directional_BY	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	directional_BY	0.1	M4	200	11119	0	0	0
dense_cross_protein_dependence	directional_BY	0.1	M5	200	14137	0	0	0
dense_cross_protein_dependence	directional_eBH	0.01	M0	200	44903	0	0	0
dense_cross_protein_dependence	directional_eBH	0.01	M1	200	9999	0	0	0
dense_cross_protein_dependence	directional_eBH	0.01	M2	200	11861	0	0	0
dense_cross_protein_dependence	directional_eBH	0.01	M3	200	7981	0	0	0
dense_cross_protein_dependence	directional_eBH	0.01	M4	200	11119	0	0	0
dense_cross_protein_dependence	directional_eBH	0.01	M5	200	14137	0	0	0
dense_cross_protein_dependence	directional_eBH	0.05	M0	200	44903	0	0	0
dense_cross_protein_dependence	directional_eBH	0.05	M1	200	9999	0	0	0
dense_cross_protein_dependence	directional_eBH	0.05	M2	200	11861	0	0	0
dense_cross_protein_dependence	directional_eBH	0.05	M3	200	7981	0	0	0
dense_cross_protein_dependence	directional_eBH	0.05	M4	200	11119	0	0	0
dense_cross_protein_dependence	directional_eBH	0.05	M5	200	14137	0	0	0
dense_cross_protein_dependence	directional_eBH	0.1	M0	200	44903	0	0	0
dense_cross_protein_dependence	directional_eBH	0.1	M1	200	9999	0	0	0
dense_cross_protein_dependence	directional_eBH	0.1	M2	200	11861	0	0	0
dense_cross_protein_dependence	directional_eBH	0.1	M3	200	7981	0	0	0
dense_cross_protein_dependence	directional_eBH	0.1	M4	200	11119	0	0	0
dense_cross_protein_dependence	directional_eBH	0.1	M5	200	14137	0	0	0
directional_pleiotropy	adaptive_eBH	0.01	M0	200	45044	0	0	0
directional_pleiotropy	adaptive_eBH	0.01	M1	200	9986	0	0	0
directional_pleiotropy	adaptive_eBH	0.01	M2	200	11968	0	0	0
directional_pleiotropy	adaptive_eBH	0.01	M3	200	8137	0	0	0
directional_pleiotropy	adaptive_eBH	0.01	M4	200	10949	0	0	0
directional_pleiotropy	adaptive_eBH	0.01	M5	200	13916	0	0	0
directional_pleiotropy	adaptive_eBH	0.05	M0	200	45044	0	0	0
directional_pleiotropy	adaptive_eBH	0.05	M1	200	9986	0	0	0
directional_pleiotropy	adaptive_eBH	0.05	M2	200	11968	0	0	0
directional_pleiotropy	adaptive_eBH	0.05	M3	200	8137	0	0	0
directional_pleiotropy	adaptive_eBH	0.05	M4	200	10949	0	0	0
directional_pleiotropy	adaptive_eBH	0.05	M5	200	13916	0	0	0
directional_pleiotropy	adaptive_eBH	0.1	M0	200	45044	0	0	0
directional_pleiotropy	adaptive_eBH	0.1	M1	200	9986	0	0	0
directional_pleiotropy	adaptive_eBH	0.1	M2	200	11968	0	0	0
directional_pleiotropy	adaptive_eBH	0.1	M3	200	8137	0	0	0
directional_pleiotropy	adaptive_eBH	0.1	M4	200	10949	0	0	0
directional_pleiotropy	adaptive_eBH	0.1	M5	200	13916	0	0	0
directional_pleiotropy	balanced_AdaFilter	0.01	M0	200	45044	0	0	0
directional_pleiotropy	balanced_AdaFilter	0.01	M1	200	9986	4455	0.44204	0.446125
directional_pleiotropy	balanced_AdaFilter	0.01	M2	200	11968	653	0.0546354	0.0545622
directional_pleiotropy	balanced_AdaFilter	0.01	M3	200	8137	0	0	0
directional_pleiotropy	balanced_AdaFilter	0.01	M4	200	10949	22	0.00206064	0.00200932
directional_pleiotropy	balanced_AdaFilter	0.01	M5	200	13916	816	0.0585526	0.0586375
directional_pleiotropy	balanced_AdaFilter	0.05	M0	200	45044	0	0	0
directional_pleiotropy	balanced_AdaFilter	0.05	M1	200	9986	9264	0.927009	0.927699
directional_pleiotropy	balanced_AdaFilter	0.05	M2	200	11968	5782	0.482116	0.483122
directional_pleiotropy	balanced_AdaFilter	0.05	M3	200	8137	0	0	0
directional_pleiotropy	balanced_AdaFilter	0.05	M4	200	10949	249	0.023042	0.0227418
directional_pleiotropy	balanced_AdaFilter	0.05	M5	200	13916	6749	0.485097	0.484981
directional_pleiotropy	balanced_AdaFilter	0.1	M0	200	45044	0	0	0
directional_pleiotropy	balanced_AdaFilter	0.1	M1	200	9986	9811	0.982411	0.982475
directional_pleiotropy	balanced_AdaFilter	0.1	M2	200	11968	8582	0.715422	0.717079
directional_pleiotropy	balanced_AdaFilter	0.1	M3	200	8137	0	0	0
directional_pleiotropy	balanced_AdaFilter	0.1	M4	200	10949	694	0.0638682	0.0633848
directional_pleiotropy	balanced_AdaFilter	0.1	M5	200	13916	9938	0.71484	0.714142
directional_pleiotropy	balanced_BY	0.01	M0	200	45044	0	0	0
directional_pleiotropy	balanced_BY	0.01	M1	200	9986	12	0.001191	0.00120168
directional_pleiotropy	balanced_BY	0.01	M2	200	11968	0	0	0
directional_pleiotropy	balanced_BY	0.01	M3	200	8137	0	0	0
directional_pleiotropy	balanced_BY	0.01	M4	200	10949	0	0	0
directional_pleiotropy	balanced_BY	0.01	M5	200	13916	2	0.000120762	0.000143719
directional_pleiotropy	balanced_BY	0.05	M0	200	45044	0	0	0
directional_pleiotropy	balanced_BY	0.05	M1	200	9986	1643	0.159879	0.16453
directional_pleiotropy	balanced_BY	0.05	M2	200	11968	110	0.00943366	0.00919118
directional_pleiotropy	balanced_BY	0.05	M3	200	8137	0	0	0
directional_pleiotropy	balanced_BY	0.05	M4	200	10949	3	0.000287332	0.000273998
directional_pleiotropy	balanced_BY	0.05	M5	200	13916	148	0.010558	0.0106352
directional_pleiotropy	balanced_BY	0.1	M0	200	45044	0	0	0
directional_pleiotropy	balanced_BY	0.1	M1	200	9986	5565	0.551583	0.55728
directional_pleiotropy	balanced_BY	0.1	M2	200	11968	1136	0.0957108	0.0949198
directional_pleiotropy	balanced_BY	0.1	M3	200	8137	0	0	0
directional_pleiotropy	balanced_BY	0.1	M4	200	10949	31	0.00291591	0.00283131
directional_pleiotropy	balanced_BY	0.1	M5	200	13916	1328	0.0959066	0.0954297
directional_pleiotropy	balanced_eBH	0.01	M0	200	45044	0	0	0
directional_pleiotropy	balanced_eBH	0.01	M1	200	9986	0	0	0
directional_pleiotropy	balanced_eBH	0.01	M2	200	11968	0	0	0
directional_pleiotropy	balanced_eBH	0.01	M3	200	8137	0	0	0
directional_pleiotropy	balanced_eBH	0.01	M4	200	10949	0	0	0
directional_pleiotropy	balanced_eBH	0.01	M5	200	13916	0	0	0
directional_pleiotropy	balanced_eBH	0.05	M0	200	45044	0	0	0
directional_pleiotropy	balanced_eBH	0.05	M1	200	9986	0	0	0
directional_pleiotropy	balanced_eBH	0.05	M2	200	11968	0	0	0
directional_pleiotropy	balanced_eBH	0.05	M3	200	8137	0	0	0
directional_pleiotropy	balanced_eBH	0.05	M4	200	10949	0	0	0
directional_pleiotropy	balanced_eBH	0.05	M5	200	13916	0	0	0
directional_pleiotropy	balanced_eBH	0.1	M0	200	45044	0	0	0
directional_pleiotropy	balanced_eBH	0.1	M1	200	9986	2355	0.227599	0.23583
directional_pleiotropy	balanced_eBH	0.1	M2	200	11968	225	0.0189913	0.0188001
directional_pleiotropy	balanced_eBH	0.1	M3	200	8137	0	0	0
directional_pleiotropy	balanced_eBH	0.1	M4	200	10949	7	0.000672657	0.000639328
directional_pleiotropy	balanced_eBH	0.1	M5	200	13916	296	0.0212119	0.0212705
directional_pleiotropy	balanced_p2e_eBH	0.01	M0	200	45044	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.01	M1	200	9986	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.01	M2	200	11968	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.01	M3	200	8137	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.01	M4	200	10949	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.01	M5	200	13916	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.05	M0	200	45044	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.05	M1	200	9986	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.05	M2	200	11968	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.05	M3	200	8137	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.05	M4	200	10949	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.05	M5	200	13916	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.1	M0	200	45044	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.1	M1	200	9986	7	0.000700378	0.000700981
directional_pleiotropy	balanced_p2e_eBH	0.1	M2	200	11968	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.1	M3	200	8137	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.1	M4	200	10949	0	0	0
directional_pleiotropy	balanced_p2e_eBH	0.1	M5	200	13916	0	0	0
directional_pleiotropy	bayesian_FDR	0.01	M0	200	45044	0	0	0
directional_pleiotropy	bayesian_FDR	0.01	M1	200	9986	0	0	0
directional_pleiotropy	bayesian_FDR	0.01	M2	200	11968	0	0	0
directional_pleiotropy	bayesian_FDR	0.01	M3	200	8137	0	0	0
directional_pleiotropy	bayesian_FDR	0.01	M4	200	10949	0	0	0
directional_pleiotropy	bayesian_FDR	0.01	M5	200	13916	0	0	0
directional_pleiotropy	bayesian_FDR	0.05	M0	200	45044	0	0	0
directional_pleiotropy	bayesian_FDR	0.05	M1	200	9986	0	0	0
directional_pleiotropy	bayesian_FDR	0.05	M2	200	11968	0	0	0
directional_pleiotropy	bayesian_FDR	0.05	M3	200	8137	0	0	0
directional_pleiotropy	bayesian_FDR	0.05	M4	200	10949	0	0	0
directional_pleiotropy	bayesian_FDR	0.05	M5	200	13916	0	0	0
directional_pleiotropy	bayesian_FDR	0.1	M0	200	45044	0	0	0
directional_pleiotropy	bayesian_FDR	0.1	M1	200	9986	21	0.00209813	0.00210294
directional_pleiotropy	bayesian_FDR	0.1	M2	200	11968	1	9.43396e-05	8.35561e-05
directional_pleiotropy	bayesian_FDR	0.1	M3	200	8137	0	0	0
directional_pleiotropy	bayesian_FDR	0.1	M4	200	10949	0	0	0
directional_pleiotropy	bayesian_FDR	0.1	M5	200	13916	0	0	0
directional_pleiotropy	directional_BY	0.01	M0	200	45044	0	0	0
directional_pleiotropy	directional_BY	0.01	M1	200	9986	0	0	0
directional_pleiotropy	directional_BY	0.01	M2	200	11968	0	0	0
directional_pleiotropy	directional_BY	0.01	M3	200	8137	0	0	0
directional_pleiotropy	directional_BY	0.01	M4	200	10949	0	0	0
directional_pleiotropy	directional_BY	0.01	M5	200	13916	0	0	0
directional_pleiotropy	directional_BY	0.05	M0	200	45044	0	0	0
directional_pleiotropy	directional_BY	0.05	M1	200	9986	0	0	0
directional_pleiotropy	directional_BY	0.05	M2	200	11968	0	0	0
directional_pleiotropy	directional_BY	0.05	M3	200	8137	0	0	0
directional_pleiotropy	directional_BY	0.05	M4	200	10949	0	0	0
directional_pleiotropy	directional_BY	0.05	M5	200	13916	0	0	0
directional_pleiotropy	directional_BY	0.1	M0	200	45044	0	0	0
directional_pleiotropy	directional_BY	0.1	M1	200	9986	0	0	0
directional_pleiotropy	directional_BY	0.1	M2	200	11968	0	0	0
directional_pleiotropy	directional_BY	0.1	M3	200	8137	0	0	0
directional_pleiotropy	directional_BY	0.1	M4	200	10949	0	0	0
directional_pleiotropy	directional_BY	0.1	M5	200	13916	0	0	0
directional_pleiotropy	directional_eBH	0.01	M0	200	45044	0	0	0
directional_pleiotropy	directional_eBH	0.01	M1	200	9986	0	0	0
directional_pleiotropy	directional_eBH	0.01	M2	200	11968	0	0	0
directional_pleiotropy	directional_eBH	0.01	M3	200	8137	0	0	0
directional_pleiotropy	directional_eBH	0.01	M4	200	10949	0	0	0
directional_pleiotropy	directional_eBH	0.01	M5	200	13916	0	0	0
directional_pleiotropy	directional_eBH	0.05	M0	200	45044	0	0	0
directional_pleiotropy	directional_eBH	0.05	M1	200	9986	0	0	0
